chart|date|executionTime|upstreamLatency|proxyLatency|responseCode
2017/02/03|21:50:01|0.539|146|0|200
2017/02/03|22:00:01|0.540|181|0|200
2017/02/03|22:10:01|0.540|192|0|200
2017/02/03|22:20:01|0.548|180|0|200
2017/02/03|22:30:01|0.546|132|0|200
2017/02/03|22:40:01|0.545|142|0|200
2017/02/03|22:50:01|0.532|122|0|200
2017/02/03|23:00:01|0.544|132|0|200
2017/02/03|23:10:01|0.540|169|0|200
2017/02/03|23:20:01|0.676|140|0|200
2017/02/03|23:30:01|0.534|132|0|200
2017/02/03|23:40:01|0.624|181|0|200
2017/02/03|23:50:01|0.537|124|0|200
2017/02/04|00:00:02|0.544|142|0|200
2017/02/04|00:10:01|0.537|192|0|200
2017/02/04|00:20:01|0.570|129|0|200
2017/02/04|00:30:01|0.545|177|0|200
2017/02/04|00:40:01|0.556|182|0|200
2017/02/04|00:50:01|0.542|138|0|200
2017/02/04|01:00:02|0.657|203|0|200
2017/02/04|01:12:01|0.605|152|0|200
2017/02/04|01:20:01|0.595|125|0|200
2017/02/04|01:30:01|0.524|130|0|200
2017/02/04|01:40:01|0.540|176|0|200
2017/02/04|01:50:01|0.541|151|0|200
2017/02/04|02:00:01|0.573|182|0|200
2017/02/04|02:10:01|0.535|128|0|200
2017/02/04|02:20:01|0.557|161|0|200
2017/02/04|02:30:01|0.537|137|0|200
2017/02/04|02:40:01|0.539|130|0|200
2017/02/04|02:50:01|0.538|140|0|200
2017/02/04|03:00:01|0.540|182|0|200
2017/02/04|03:10:01|0.541|192|0|200
2017/02/04|03:20:01|0.540|136|0|200
2017/02/04|03:30:02|0.540|132|0|200
2017/02/04|03:40:01|0.532|179|0|200
2017/02/04|03:50:01|0.536|121|0|200
2017/02/04|04:00:01|0.540|174|0|200
2017/02/04|04:10:01|0.544|162|0|200
2017/02/04|04:20:01|0.675|164|0|200
2017/02/04|04:30:01|0.535|177|0|200
2017/02/04|04:40:01|0.535|132|0|200
2017/02/04|04:50:01|0.558|140|0|200
2017/02/04|05:00:01|0.542|222|0|200
2017/02/04|05:10:01|0.598|185|0|200
2017/02/04|05:20:01|0.545|132|0|200
2017/02/04|05:30:01|0.543|192|0|200
2017/02/04|05:40:01|0.608|128|0|200
2017/02/04|05:50:01|0.540|172|0|200
2017/02/04|06:00:01|0.530|151|0|200
2017/02/04|06:10:01|0.514|75|1325|200
2017/02/04|06:20:01|0.550|183|80|200
2017/02/04|06:30:02|0.535|412|703|200
2017/02/04|06:40:02|0.394|425|79|200
2017/02/04|06:50:01|0.548|123|2222|200
2017/02/04|07:00:02|0.537|254|169|200
2017/02/04|07:10:01|0.543|182|0|200
2017/02/04|07:20:01|0.724|172|0|200
2017/02/04|07:30:01|0.544|132|0|200
2017/02/04|07:40:01|0.547|186|0|200
2017/02/04|07:50:01|0.621|172|0|200
2017/02/04|08:00:01|0.638|134|0|200
2017/02/04|08:10:01|0.591|172|0|200
2017/02/04|08:20:01|0.531|160|0|200
2017/02/04|08:30:01|0.550|132|0|200
2017/02/04|08:40:01|0.544|142|0|200
2017/02/04|08:50:01|0.551|142|0|200
2017/02/04|09:00:01|0.538|139|0|200
2017/02/04|09:10:02|0.534|122|0|200
2017/02/04|09:20:01|0.534|192|0|200
2017/02/04|09:30:01|0.542|136|0|200
2017/02/04|09:40:01|0.531|162|0|200
2017/02/04|09:50:01|0.540|132|0|200
2017/02/04|10:00:01|0.540|124|0|200
2017/02/04|10:10:01|0.544|126|0|200
2017/02/04|10:20:01|0.534|291|0|200
2017/02/04|10:30:01|0.538|164|0|200
2017/02/04|10:40:01|0.535|137|0|200
2017/02/04|10:50:01|0.535|140|0|200
2017/02/04|11:00:01|0.532|238|0|200
2017/02/04|11:10:01|0.595|132|0|200
2017/02/04|11:20:01|0.677|122|0|200
2017/02/04|11:30:01|0.637|223|0|200
2017/02/04|11:40:01|0.544|135|0|200
2017/02/04|11:50:01|0.529|186|0|200
2017/02/04|12:00:01|0.627|141|0|200
2017/02/04|12:10:01|0.534|189|0|200
2017/02/04|12:20:01|0.536|137|0|200
2017/02/04|12:30:01|0.536|132|0|200
2017/02/04|12:40:01|0.539|147|0|200
2017/02/04|12:50:01|0.587|142|0|200
2017/02/04|13:00:01|0.619|167|0|200
2017/02/04|13:10:01|0.538|180|0|200
2017/02/04|13:20:01|0.528|176|0|200
2017/02/04|13:30:01|0.536|182|0|200
2017/02/04|13:40:01|0.529|179|0|200
2017/02/04|13:50:01|0.565|137|0|200
2017/02/04|14:00:01|0.540|192|0|200
2017/02/04|14:10:01|0.538|121|0|200
2017/02/04|14:20:01|0.534|192|0|200
2017/02/04|14:30:01|0.634|173|0|200
2017/02/04|14:40:01|0.538|184|0|200
2017/02/04|14:50:01|0.537|168|0|200
2017/02/04|15:00:01|0.545|119|0|200
2017/02/04|15:10:01|0.534|202|0|200
2017/02/04|15:20:01|0.541|122|0|200
2017/02/04|15:30:01|0.539|166|0|200
2017/02/04|15:40:01|0.535|182|0|200
2017/02/04|15:50:01|0.530|172|0|200
2017/02/04|16:00:01|0.540|143|0|200
2017/02/04|16:10:01|0.539|172|0|200
2017/02/04|16:20:01|0.556|135|0|200
2017/02/04|16:30:01|0.523|124|0|200
2017/02/04|16:40:01|0.546|122|0|200
2017/02/04|16:50:01|0.533|175|0|200
2017/02/04|17:00:01|0.540|192|0|200
2017/02/04|17:10:01|0.541|193|0|200
2017/02/04|17:20:01|0.591|169|0|200
2017/02/04|17:30:01|0.541|172|0|200
2017/02/04|17:40:01|0.537|142|0|200
2017/02/04|17:50:01|0.542|163|0|200
2017/02/04|18:00:01|0.538|172|0|200
2017/02/04|18:10:01|0.532|137|0|200
2017/02/04|18:20:01|0.524|119|0|200
2017/02/04|18:30:01|0.543|122|0|200
2017/02/04|18:40:01|0.535|162|0|200
2017/02/04|18:50:01|0.522|132|0|200
2017/02/04|19:00:01|0.538|132|0|200
2017/02/04|19:10:01|0.544|193|0|200
2017/02/04|19:20:01|0.539|135|0|200
2017/02/04|19:30:01|0.536|182|0|200
2017/02/04|19:40:01|0.521|178|0|200
2017/02/04|19:50:26|0.590|130|0|200
2017/02/04|20:00:26|0.539|142|0|200
2017/02/04|20:10:26|0.542|202|288|200
2017/02/04|20:20:26|0.533|131|0|200
2017/02/04|20:30:26|0.643|171|0|200
2017/02/04|20:40:26|0.542|152|0|200
