chart|date|executionTime|upstreamLatency|proxyLatency|responseCode
2017/01/04|05:31:00|0.986|69|0|200
2017/01/04|05:41:00|0.881|128|0|200
2017/01/04|05:51:00|0.825|113|0|200
2017/01/04|06:01:00|0.878|79|0|200
2017/01/04|06:11:00|0.868|67|0|200
2017/01/04|06:21:00|0.893|62|0|200
2017/01/04|06:31:00|0.928|112|0|200
2017/01/04|06:41:00|0.909|105|0|200
2017/01/04|06:51:00|0.895|72|0|200
2017/01/04|07:01:00|0.881|57|0|200
2017/01/04|07:11:00|0.891|114|0|200
2017/01/04|07:21:00|3.515|74|0|200
2017/01/04|07:31:00|0.952|121|0|200
2017/01/04|07:41:00|1.121|79|0|200
2017/01/04|07:51:00|1.036|75|0|200
2017/01/04|08:01:00|0.947|71|0|200
2017/01/04|08:11:00|0.868|87|0|200
2017/01/04|08:21:00|1.135|128|0|200
2017/01/04|08:31:00|1.459|117|0|200
2017/01/04|08:41:00|0.894|83|0|200
2017/01/04|08:51:00|0.885|115|0|200
2017/01/04|09:01:00|0.870|121|0|200
2017/01/04|09:11:00|1.375|80|0|200
2017/01/04|09:21:00|0.841|128|0|200
2017/01/04|09:31:00|0.755|128|0|200
2017/01/04|09:41:00|0.794|118|0|200
2017/01/04|09:51:00|0.847|120|0|200
2017/01/04|10:01:00|0.648|122|0|200
2017/01/04|10:11:00|0.742|20|72|200
2017/01/04|10:21:00|1.077|77|0|200
2017/01/04|10:31:00|1.046|119|0|200
2017/01/04|10:41:00|0.729|178|0|200
2017/01/04|10:51:00|0.979|67|0|200
2017/01/04|11:01:00|0.795|74|0|200
2017/01/04|11:11:00|0.791|71|0|200
2017/01/04|11:21:00|0.663|132|0|200
2017/01/04|11:31:00|0.839|205|0|200
2017/01/04|11:41:01|1.017|72|0|200
2017/01/04|11:51:01|0.800|72|0|200
2017/01/04|12:01:00|0.772|115|0|200
2017/01/04|12:11:00|0.882|121|0|200
2017/01/04|12:21:00|5.61|117|0|200
2017/01/04|12:31:00|0.775|110|0|200
2017/01/04|12:41:00|0.782|73|0|200
2017/01/04|12:51:00|0.737|83|0|200
2017/01/04|13:01:00|0.902|77|0|200
2017/01/04|13:11:00|0.703|73|0|200
2017/01/04|13:21:00|0.718|114|0|200
2017/01/04|13:31:00|0.720|69|0|200
2017/01/04|13:41:00|0.846|119|0|200
2017/01/04|13:51:00|0.679|125|0|200
2017/01/04|14:01:00|0.694|77|0|200
2017/01/04|14:11:00|0.689|73|0|200
2017/01/04|14:21:00|0.677|133|0|200
2017/01/04|14:31:00|0.713|133|0|200
2017/01/04|14:41:00|0.712|82|0|200
2017/01/04|14:51:00|0.744|133|0|200
2017/01/04|15:01:00|0.709|127|0|200
2017/01/04|15:11:00|0.717|69|0|200
2017/01/04|15:21:00|0.711|119|0|200
2017/01/04|15:31:00|0.750|124|0|200
2017/01/04|15:41:00|0.695|74|0|200
2017/01/04|15:51:00|0.694|147|0|200
2017/01/04|16:01:00|0.726|72|0|200
2017/01/04|16:11:00|0.730|139|0|200
2017/01/04|16:21:00|0.710|115|0|200
2017/01/04|16:31:00|0.741|118|0|200
2017/01/04|16:41:00|0.767|72|0|200
2017/01/04|16:51:00|0.736|96|0|200
2017/01/04|17:01:00|0.716|75|0|200
2017/01/04|17:11:00|0.711|71|0|200
2017/01/04|17:21:00|0.674|119|0|200
2017/01/04|17:31:00|0.741|121|0|200
2017/01/04|17:41:00|0.658|71|0|200
2017/01/04|17:51:00|0.786|207|0|200
2017/01/04|18:01:00|0.681|75|0|200
2017/01/04|18:11:00|0.639|122|0|200
2017/01/04|18:21:00|0.680|85|0|200
2017/01/04|18:31:00|0.739|119|0|200
2017/01/04|18:41:00|0.747|133|0|200
2017/01/04|18:51:00|0.682|111|0|200
2017/01/04|19:01:00|0.689|131|0|200
2017/01/04|19:11:00|0.677|75|0|200
2017/01/04|19:21:00|0.688|47|0|200
2017/01/04|19:31:00|0.740|129|0|200
2017/01/04|19:41:00|0.762|80|0|200
2017/01/04|19:51:00|0.759|228|0|200
2017/01/04|20:01:00|0.688|181|0|200
2017/01/04|20:11:00|0.723|80|0|200
2017/01/04|20:21:00|0.736|265|0|200
2017/01/04|20:31:00|0.714|110|0|200
2017/01/04|20:41:00|0.580|118|0|200
2017/01/04|20:51:00|0.709|130|0|200
2017/01/04|21:01:00|0.746|73|0|200
2017/01/04|21:11:00|0.612|100|0|200
2017/01/04|21:21:00|0.747|120|0|200
2017/01/04|21:31:00|0.634|176|0|200
2017/01/04|21:41:00|0.696|177|0|200
2017/01/04|21:51:00|0.601|75|0|200
2017/01/04|22:01:00|0.726|112|0|200
2017/01/04|22:11:00|0.655|240|0|200
2017/01/04|22:21:00|0.710|78|0|200
2017/01/04|22:31:00|0.743|202|0|200
2017/01/04|22:41:00|0.691|109|0|200
2017/01/04|22:51:00|0.737|70|0|200
2017/01/04|23:01:00|0.737|81|0|200
2017/01/04|23:11:00|0.690|71|0|200
2017/01/04|23:21:00|0.736|111|0|200
2017/01/04|23:31:00|0.704|104|0|200
2017/01/04|23:41:00|0.680|89|0|200
2017/01/04|23:51:00|0.733|134|0|200
2017/01/05|00:01:00|0.642|114|0|200
2017/01/05|00:11:00|0.730|80|0|200
2017/01/05|00:21:00|0.741|75|0|200
2017/01/05|00:31:00|0.698|150|0|200
2017/01/05|00:41:00|0.741|72|0|200
2017/01/05|00:51:00|0.657|68|0|200
2017/01/05|01:01:00|0.791|65|0|200
2017/01/05|01:21:00|1.557|150|0|200
2017/01/05|01:31:00|1.334|124|0|200
2017/01/05|01:41:00|1.201|119|0|200
2017/01/05|01:51:00|1.443|75|0|200
2017/01/05|02:01:00|1.151|108|0|200
2017/01/05|02:11:01|1.144|79|0|200
2017/01/05|02:21:00|1.237|69|0|200
2017/01/05|02:31:00|1.039|113|0|200
2017/01/05|02:41:00|1.06|111|0|200
2017/01/05|02:51:00|0.992|81|0|200
2017/01/05|03:01:00|1.051|684|0|200
2017/01/05|03:11:00|1.131|76|0|200
2017/01/05|03:21:00|1.137|116|0|200
2017/01/05|03:31:00|1.126|112|0|200
2017/01/05|03:41:00|0.985|117|0|200
2017/01/05|03:51:00|1.081|106|0|200
2017/01/05|04:01:00|1.048|81|0|200
2017/01/05|04:11:00|0.990|68|0|200
2017/01/05|04:21:00|1.054|70|0|200
2017/01/05|04:31:00|1.279|72|0|200
2017/01/05|04:41:00|0.925|132|0|200
2017/01/05|04:51:00|0.915|112|0|200
2017/01/05|05:01:00|0.894|75|0|200
2017/01/05|05:11:00|0.921|115|0|200
2017/01/05|05:21:00|0.914|116|0|200
2017/01/05|05:31:00|0.989|121|0|200
2017/01/05|05:41:00|0.907|78|0|200
2017/01/05|05:51:00|0.943|126|0|200
2017/01/05|06:01:00|0.917|104|0|200
2017/01/05|06:11:00|0.926|81|0|200
2017/01/05|06:21:00|0.904|81|0|200
2017/01/05|06:31:00|0.878|111|0|200
2017/01/05|06:41:00|0.900|129|0|200
2017/01/05|06:51:00|0.936|105|0|200
2017/01/05|07:01:00|0.940|117|0|200
2017/01/05|07:11:00|1.077|108|0|200
2017/01/05|07:21:00|0.951|78|0|200
2017/01/05|07:31:00|0.889|125|0|200
2017/01/05|07:41:00|0.945|150|0|200
2017/01/05|07:51:00|1.101|72|0|200
2017/01/05|08:01:00|0.863|79|0|200
2017/01/05|08:11:00|0.937|121|0|200
2017/01/05|08:21:00|0.848|81|0|200
2017/01/05|08:31:00|0.841|116|0|200
2017/01/05|08:41:00|0.825|117|0|200
2017/01/05|08:51:00|0.790|76|0|200
2017/01/05|09:01:00|0.775|120|0|200
2017/01/05|09:11:00|0.582|127|0|200
2017/01/05|09:21:00|0.843|131|0|200
2017/01/05|09:31:00|0.741|75|0|200
2017/01/05|09:41:00|0.763|103|0|200
2017/01/05|09:51:00|0.672|66|0|200
2017/01/05|10:01:00|0.728|202|0|200
2017/01/05|10:11:00|0.829|86|0|200
2017/01/05|10:21:00|0.825|123|0|200
2017/01/05|10:31:00|1.052|83|0|200
2017/01/05|10:41:00|0.790|113|0|200
2017/01/05|10:51:00|0.913|73|0|200
2017/01/05|11:01:00|0.810|77|0|200
2017/01/05|11:11:00|0.942|75|0|200
2017/01/05|11:21:00|0.860|81|0|200
2017/01/05|11:31:00|0.772|131|0|200
2017/01/05|11:41:00|0.692|167|0|200
2017/01/05|11:51:00|0.678|134|0|200
2017/01/05|12:01:00|0.787|118|0|200
2017/01/05|12:11:00|0.986|73|0|200
2017/01/05|12:21:00|0.781|68|0|200
2017/01/05|12:31:00|0.767|140|0|200
2017/01/05|12:41:00|0.743|76|0|200
2017/01/05|12:51:00|0.750|74|0|200
2017/01/05|13:01:00|0.747|112|0|200
2017/01/05|13:11:00|0.735|103|0|200
2017/01/05|13:21:00|0.745|124|0|200
2017/01/05|13:31:00|0.662|83|0|200
2017/01/05|13:41:00|0.747|133|46|200
2017/01/05|13:51:00|0.728|90|0|200
2017/01/05|14:01:00|0.738|330|0|200
2017/01/05|14:11:00|0.747|66|153|200
2017/01/05|14:21:00|0.752|70|0|200
2017/01/05|14:31:00|0.755|69|0|200
2017/01/05|14:41:00|0.676|130|0|200
2017/01/05|14:51:00|0.674|124|0|200
2017/01/05|15:01:00|0.656|119|0|200
2017/01/05|15:11:00|0.811|110|0|200
2017/01/05|15:21:00|0.738|71|16|200
2017/01/05|15:31:00|0.741|120|0|200
2017/01/05|15:41:00|0.733|122|0|200
2017/01/05|15:51:00|0.710|78|0|200
2017/01/05|16:01:00|0.672|84|0|200
2017/01/05|16:11:00|0.721|181|0|200
2017/01/05|16:21:00|0.683|110|0|200
2017/01/05|16:31:00|0.620|71|0|200
2017/01/05|16:41:00|0.680|109|0|200
2017/01/05|16:51:00|0.693|78|0|200
2017/01/05|17:01:00|0.589|80|0|200
2017/01/05|17:11:00|0.669|78|0|200
2017/01/05|17:21:00|0.661|79|0|200
2017/01/05|17:31:00|0.679|110|0|200
2017/01/05|17:41:00|0.673|114|0|200
2017/01/05|17:51:00|0.676|112|0|200
2017/01/05|18:01:00|0.653|118|0|200
2017/01/05|18:11:00|0.684|113|0|200
2017/01/05|18:21:00|0.683|134|0|200
2017/01/05|18:31:00|0.669|114|0|200
2017/01/05|18:41:00|0.680|116|0|200
2017/01/05|18:51:00|0.686|72|0|200
2017/01/05|19:01:00|0.653|72|0|200
2017/01/05|19:11:00|0.520|86|0|200
2017/01/05|19:21:00|0.679|70|0|200
2017/01/05|19:31:00|0.618|107|0|200
2017/01/05|19:41:00|0.684|159|0|200
2017/01/05|19:51:00|0.678|110|0|200
2017/01/05|20:01:00|0.662|76|0|200
2017/01/05|20:11:00|0.664|116|0|200
2017/01/05|20:21:00|0.662|64|0|200
2017/01/05|20:31:00|0.773|231|0|200
2017/01/05|20:41:00|0.679|301|0|200
2017/01/05|20:51:00|0.697|73|0|200
2017/01/05|21:01:00|0.676|117|0|200
2017/01/05|21:11:00|0.557|110|0|200
2017/01/05|21:21:00|0.669|124|0|200
2017/01/05|21:31:00|0.681|70|0|200
2017/01/05|21:41:00|0.623|107|0|200
2017/01/05|21:51:00|0.698|110|0|200
2017/01/05|22:01:00|0.593|82|0|200
2017/01/05|22:11:00|0.668|76|0|200
2017/01/05|22:21:00|0.682|124|0|200
2017/01/05|22:31:00|0.663|111|0|200
2017/01/05|22:41:00|0.683|110|0|200
2017/01/05|22:51:00|0.678|110|0|200
2017/01/05|23:01:00|0.528|67|0|200
2017/01/05|23:11:00|0.676|73|0|200
2017/01/05|23:21:00|0.696|169|0|200
